20	160	48	176	64	50
# block clou
21	16	32	32	48	50

						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#idle BIG right
400	10001	100
#idle BIG left
401	10004	100
#idle small right
402	10011	100
#idle small left
403	10014	100
# idle raccoon right
404	10021	100
# idle raccoon left
405	10024	100
# idle fire right
406	10031	100
# idle fire left
407	10034	100
#walk right big
500	10001	100	10002	100	10003	100
#walk left big
501	10004	100	10005	100	10006	100
#walk right small
502	10011	100	10012	100	10013	100
#walk left small
503	10014	100	10015	100	10016	100
#walk right raccoon
504	10021	100	10022	100	10023	100
#walk left raccoon
505	10024	100	10025	100	10026	100
#walk right fire
506	10031	100	10032	100	10033	100
#walk left fire
507	10034	100	10035	100	10036	100
#fly right raccoon
601	10128	100	10228	100	10328	100	10428	100
#fly left raccoon
602	10528	100	10628	100	10728	100	10828	100
#run right raccoon
603	10127	100	10227	100	10327	100	10227	100	10127	100	10227	100	10327	100
#run left raccoon
604	10427	100	10527	100	10627	100
#bullet fire
701	10041	100	10042	100	10043	100	10044	100
#die
599	10099	100
# ==== ITEMS =========
801	20001	300	20002	100	20003	100	20004	100
#DIE
809	20099	100
# ==== GOOMBA  =========
# walk
811	30001	100	30002	100
# die
819	30099	100
# ==== KOOPA  =========
# walk right koopa
901	40001	100	40002	100
# walk left koopa
902	40011	100	40012	100
# DIE 
903	40099	100
#hold koopa
904	40021	100
# run koopa
905	40031	100	40032	100	40033	100
# === star =====
101	50001	100	50002	100	50003	100
# === mushroom===
102	60001	100
# === leaf ====
103	70001	100
# ==== way ====
104	0	100
105	1	100
106	2	100
# === way height ====
107	3	100
# === block manhole ===
108	4	100
109	5	100
# === block drain body ===
110	6	100
111	7	100
# === block green ====
112	9	100
113	10	100
114	11	100
# === block pink ====
115	12	100
116	13	100
117	14	100
# === block blue=====
118	15	100
119	16	100
120	17	100
#=== block white ====
121	18	100
122	19	100
123	20	100
#==== block clou ===
124	21	100

# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	404	405	406	407	500	501	502	503	504	505	506	507	599	603	604	601	602
# BULLET FIRE 
2	701
# ITEMS 
3	801	101	102	809	103
# GOOMBA
4	811	819
# KOOPA
5	901	902	903	904	905
# BRICK WAY
6	104
7	105
8	106
# BRICK CLOU
9	124
# BRICK HEIGHT
10	107
# BRICK MANHOLE
23	108
24	109
# BRICK DRAIN BODY
25	110
26	111
# BLOCK GREEN
11	112
12	113
13	114
# BLOCK PINK
14	115
15	116
16	117
# BLOCK BLUE
17	118
18	119
19	120
# BLOCK WHITE
20	121
21	122
22	123
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopa, 4 = Block, 5 = Items
# BRICK way
1	0	416.0	6
1	16	416.0	7
1	32	416.0	7
1	48	416.0	7
1	64	416.0	7
1	80	416.0	7
1	96	416.0	7
1	112	416.0	7
1	128	416.0	7
1	144	416.0	7
1	160	416.0	7
1	176	416.0	7
1	192	416.0	7
1	208	416.0	7
1	224	416.0	7
1	240	416.0	7
1	256	416.0	7
1	272	416.0	7
1	288	416.0	7
1	304	416.0	7
1	320	416.0	7
1	336	416.0	7
1	352	416.0	7
1	368	416.0	7
1	384	416.0	7
1	400	416.0	7
1	416	416.0	7
1	432	416.0	7
1	448	416.0	7
1	464	416.0	7
1	480	416.0	7
1	496	416.0	7
1	512	416.0	7
1	528	416.0	7
1	544	416.0	7
1	560	416.0	7
1	576	416.0	7
1	592	416.0	7
1	608	416.0	8
1	624	400.0	6
1	640	400.0	7
1	656	400.0	7
1	672	400.0	7
1	688	400.0	7
1	704	400.0	7
1	720	400.0	7
1	736	400.0	7
1	752	400.0	7
1	768	400.0	7
1	784	400.0	7
1	800	400.0	7
1	816	400.0	7
1	832	400.0	7
1	848	400.0	7
1	864	400.0	7
1	880	400.0	7
1	896	400.0	7
1	912	400.0	7
1	928	400.0	7
1	944	400.0	7
1	960	400.0	7
1	976	400.0	7
1	992	400.0	7
1	1008	400	7
1	1024	400	7
1	1040	400	7
1	1056	400	7
1	1072	400	8
1	1152	416	6
1	1168	416	7
1	1184	416	7
1	1200	416	7
1	1216	416	7
1	1232	416	7
1	1248	416	7
1	1264	416	7
1	1280	416	7
1	1296	416	7
1	1312	416	7
1	1328	416	7
1	1344	416	7
1	1360	416	7
1	1376	416	7
1	1392	416	7
1	1408	416	7
1	1424	416	7
1	1440	416	7
1	1456	416	7
1	1472	416	7
1	1488	416	8
1	1536	416	6
1	1552	416	7
1	1568	416	7
1	1664	416	6
1	1680	416	7
1	1696	416	7
1	1712	416	7
1	1728	416	7
1	1744	416	7
1	1760	416	7
1	1776	416	7
1	1792	416	7
1	1808	416	7
1	1824	416	7
1	1840	416	7
1	1856	416	7
1	1872	416	7
1	1888	416	7
1	1904	416	7
1	1920	416	7
1	1936	416	7
1	1952	416	7
1	1968	416	7
1	1984	416	7
1	2000	416	7
1	2016	416	7
1	2032	416	7
1	2048	416	7
1	2064	416	7
1	2080	416	7
1	2096	416	7
1	2112	416	7
1	2128	416	7
1	2144	416	7
1	2160	416	7
1	2176	416	7
1	2192	416	7
1	2208	416	7
1	2224	416	8
1	2256	416	6
1	2272	416	7
1	2288	416	7
1	2304	416	7
1	2320	416	7
1	2336	416	7
1	2352	416	7
1	2368	416	7
1	2384	416	7
1	2400	416	7
1	2416	416	7
1	2432	416	7
1	2448	416	7
1	2464	416	7
1	2480	416	7
1	2496	416	7
1	2512	416	7
1	2528	416	7
1	2544	416	7
1	2560	416	7
1	2576	416	7
1	2592	416	7
1	2608	416	7
1	2624	416	7
1	2640	416	7
1	2656	416	7
1	2672	416	7
1	2688	416	7
1	2704	416	7
1	2720	416	7
1	2736	416	7
1	2752	416	7
1	2768	416	7
1	2784	416	7
1	2800	416	8
# BRICK CLOU
1	1408	192	9
1	1424	192	9
1	1440	192	9
1	1456	192	9
1	1488	176	9
1	1504	176	9
1	1520	176	9
1	1536	176	9
1	1552	176	9
1	1568	176	9
1	1584	176	9
1	1600	176	9
1	1616	176	9
1	1632	176	9
1	1648	176	9
1	1664	176	9
1	1680	176	9
# BRICK HEIGHT
1	1504	336	10
1	1520	336	10
1	1568	400	10
1	1584	400	10
1	1600	400	10
1	1584	384	10
1	1600	384	10
1	1600	368	10
1	1664	368	10
1	1664	384	10
1	1680	384	10
1	1664	400	10
1	1680	400	10
1	1696	400	10
1	2256	304	10
1	2272	304	10
1	2256	368	10
1	2272	368	10
#BRICK DRAIN
1	352	368	23
1	368	368	24
1	352	384	25
1	368	384	26
1	352	400	25
1	368	400	26
1	1792	384	23
1	1808	384	24
1	1792	400	25
1	1808	400	26
1	1856	368	23
1	1872	368	24
1	1856	384	25
1	1872	384	26
1	1856	400	25
1	1872	400	26
1	2256	112	23
1	2272	112	24
1	2256	128	25
1	2272	128	26
1	2256	144	25
1	2272	144	26
1	2256	160	25
1	2272	160	26
1	2256	176	25
1	2272	176	26
1	2256	192	25
1	2272	192	26
1	2256	208	25
1	2272	208	26
1	2256	224	25
1	2272	224	26
1	2256	240	25
1	2272	240	26
1	2256	256	25
1	2272	256	26
1	2256	272	25
1	2272	272	26
1	2256	288	25
1	2272	288	26
1	2320	384	23
1	2336	384	24
1	2320	400	25
1	2336	400	26
1	2256	384	25
1	2272	384	26
1	2256	400	25
1	2272	400	26
# BLOCK PINK
4	240	368	14
4	256	368	15
4	272	368	16
4	464	336	14
4	480	336	15
4	496	336	15
4	512	336	16
4	1296	352	14
4	1312	352	15
4	1328	352	15
4	1344	352	15
4	1360	352	15
4	1376	352	15
4	1392	352	16
4	2144	368	14
4	2160	368	15
4	2176	368	16
4	1312	144	14
4	1328	144	15
4	1344	144	15
4	1360	144	16
# BLOCK BLUE
4	272	336	17
4	288	336	18
4	304	336	19
4	1328	320	17
4	1344	320	18
4	1360	320	18
4	1376	320	18
4	1392	320	18
4	1408	320	18
4	1424	320	19
# BLOCK GREEN
4	400	368	11
4	416	368	12
4	432	368	12
4	448	368	12
4	464	368	13
4	512	384	11
4	528	384	12
4	544	384	12
4	560	384	12
4	576	384	12
4	592	384	13
4	1264	384	11
4	1280	384	12
4	1296	384	12
4	1312	384	12
4	1328	384	12
4	1344	384	12
4	1360	384	13
4	2176	272	11
4	2192	272	12
4	2208	272	13
# BLOCK WHITE
4	512	304	20
4	528	304	21
4	544	304	21
4	560	304	22
# ITEMS
5	176	352	3
# GOOMBA
2	224	400	4
# KOOPA
3	200	392	5
# MARIO
0	50.0	0	1
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	300	350	0	316	400	2

